loan_amnt,int_rate,grade,emp_length,annual_inc,loan_status,purpose
9800.0,11.22,B,,36000.0,Fully Paid,debt_consolidation
3900.0,15.41,D,10+ years,40000.0,Fully Paid,debt_consolidation
8000.0,10.64,B,10+ years,100000.0,Fully Paid,debt_consolidation
23000.0,11.99,C,2 years,100000.0,Current,credit_card
18000.0,11.22,B,< 1 year,96000.0,Charged Off,debt_consolidation
8400.0,8.38,B,10+ years,80000.0,Fully Paid,debt_consolidation
12000.0,10.64,B,2 years,28000.0,Current,debt_consolidation
5525.0,18.2,E,,55000.0,Fully Paid,debt_consolidation
15000.0,13.18,C,1 year,82000.0,Fully Paid,credit_card
10000.0,13.18,C,2 years,100000.0,In Grace Period,credit_card
19200.0,12.59,C,10+ years,79000.0,Fully Paid,debt_consolidation
15000.0,11.99,C,10+ years,80000.0,Current,credit_card
10000.0,12.59,C,10+ years,43000.0,Fully Paid,debt_consolidation
5000.0,15.41,D,6 years,99000.0,Fully Paid,debt_consolidation
10000.0,10.64,B,10+ years,67000.0,Fully Paid,debt_consolidation
6000.0,13.18,C,6 years,40000.0,Fully Paid,debt_consolidation
11000.0,6.89,A,8 years,135000.0,Fully Paid,credit_card
3000.0,8.38,B,3 years,41000.0,Fully Paid,credit_card
18000.0,11.22,B,10+ years,95000.0,Fully Paid,debt_consolidation
2400.0,15.41,D,,22000.0,Fully Paid,other
21000.0,15.41,D,1 year,42000.0,Fully Paid,credit_card
23450.0,17.86,D,9 years,51000.0,Fully Paid,debt_consolidation
9000.0,11.22,B,9 years,47000.0,Fully Paid,debt_consolidation
21000.0,11.99,C,2 years,50000.0,Charged Off,credit_card
15000.0,11.22,B,,80000.0,Charged Off,home_improvement
17500.0,5.32,A,< 1 year,115000.0,Fully Paid,credit_card
28000.0,13.18,C,8 years,70000.0,Current,credit_card
12000.0,13.67,C,6 years,122000.0,Current,home_improvement
15000.0,13.18,C,10+ years,110403.0,Fully Paid,debt_consolidation
8000.0,7.89,A,1 year,35000.0,Fully Paid,credit_card
10000.0,7.26,A,4 years,70000.0,Fully Paid,debt_consolidation
8500.0,5.32,A,10+ years,68000.0,Fully Paid,credit_card
9500.0,11.22,B,3 years,38000.0,Fully Paid,credit_card
21000.0,9.76,B,10+ years,169000.0,Fully Paid,debt_consolidation
15050.0,18.99,E,10+ years,66500.0,Charged Off,moving
20000.0,9.17,B,2 years,96000.0,Charged Off,debt_consolidation
14000.0,9.17,B,6 years,36000.0,Fully Paid,debt_consolidation
5000.0,11.99,C,5 years,50000.0,Fully Paid,vacation
5500.0,11.99,C,< 1 year,42000.0,Fully Paid,credit_card
22000.0,13.67,C,8 years,118000.0,Current,debt_consolidation
25850.0,13.18,C,,58000.0,Fully Paid,debt_consolidation
17850.0,18.2,E,10+ years,60000.0,Charged Off,credit_card
20000.0,13.67,C,,60000.0,Current,credit_card
33575.0,20.99,E,< 1 year,105000.0,Fully Paid,debt_consolidation
12075.0,16.99,D,10+ years,41000.0,Current,other
25000.0,10.64,B,10+ years,72000.0,Fully Paid,debt_consolidation
20400.0,12.59,C,10+ years,55000.0,Fully Paid,debt_consolidation
34075.0,12.59,C,,71000.0,Fully Paid,debt_consolidation
24000.0,9.76,B,10+ years,72000.0,Fully Paid,debt_consolidation
28000.0,6.89,A,6 years,180000.0,Fully Paid,credit_card
20750.0,12.59,C,7 years,98000.0,Fully Paid,debt_consolidation
14575.0,19.99,E,8 years,48550.0,Charged Off,debt_consolidation
4000.0,6.24,A,10+ years,65000.0,Fully Paid,car
7500.0,17.86,D,10+ years,48396.0,Fully Paid,debt_consolidation
28000.0,13.18,C,< 1 year,80000.0,Charged Off,credit_card
18200.0,9.76,B,8 years,70000.0,Charged Off,credit_card
35000.0,9.76,B,< 1 year,115000.0,Charged Off,credit_card
28000.0,8.38,B,10+ years,325000.0,Fully Paid,debt_consolidation
8000.0,9.76,B,9 years,40500.0,Fully Paid,debt_consolidation
23000.0,11.99,C,10+ years,82994.0,Fully Paid,debt_consolidation
5000.0,13.67,C,,45000.0,Fully Paid,home_improvement
20000.0,12.59,C,10+ years,49400.0,Fully Paid,debt_consolidation
5000.0,11.99,C,4 years,49500.0,Charged Off,credit_card
12000.0,6.89,A,8 years,72000.0,Fully Paid,credit_card
9600.0,11.22,B,< 1 year,46400.0,Fully Paid,debt_consolidation
8175.0,15.41,D,3 years,22600.0,Fully Paid,debt_consolidation
16375.0,15.41,D,2 years,65000.0,Fully Paid,debt_consolidation
19200.0,13.67,C,3 years,49000.0,Charged Off,credit_card
15000.0,18.2,E,6 years,50000.0,Charged Off,debt_consolidation
7000.0,16.99,D,10+ years,75150.0,Charged Off,major_purchase
4600.0,17.57,D,10+ years,100000.0,Charged Off,debt_consolidation
20000.0,13.18,C,10+ years,60000.0,Current,debt_consolidation
10000.0,11.99,C,10+ years,78000.0,Fully Paid,credit_card
23000.0,15.41,D,2 years,85000.0,Charged Off,debt_consolidation
30000.0,18.49,E,10+ years,95000.0,Charged Off,debt_consolidation
13650.0,16.99,D,3 years,44000.0,Charged Off,credit_card
9600.0,15.41,D,2 years,38500.0,Fully Paid,debt_consolidation
16000.0,7.89,A,< 1 year,60000.0,Fully Paid,credit_card
4000.0,17.57,D,8 years,84000.0,Fully Paid,credit_card
5000.0,11.22,B,5 years,300000.0,Fully Paid,credit_card
17825.0,15.41,D,7 years,54000.0,Late (31-120 days),debt_consolidation
16000.0,11.22,B,3 years,72000.0,Fully Paid,car
30000.0,13.67,C,9 years,100000.0,Charged Off,debt_consolidation
20000.0,7.89,A,8 years,62000.0,Fully Paid,debt_consolidation
23400.0,7.89,A,3 years,78500.0,Fully Paid,debt_consolidation
17850.0,17.86,D,10+ years,63000.0,Fully Paid,debt_consolidation
35000.0,7.89,A,9 years,149000.0,Fully Paid,debt_consolidation
25000.0,9.76,B,5 years,60000.0,Fully Paid,debt_consolidation
24000.0,13.18,C,10+ years,62400.0,Current,debt_consolidation
15000.0,11.22,B,6 years,75000.0,Fully Paid,debt_consolidation
3000.0,12.59,C,2 years,66650.0,Fully Paid,debt_consolidation
11900.0,13.67,C,10+ years,44000.0,Current,debt_consolidation
20250.0,10.64,B,9 years,55000.0,Fully Paid,debt_consolidation
28000.0,7.89,A,5 years,75000.0,Fully Paid,debt_consolidation
15000.0,10.64,B,1 year,65000.0,Charged Off,debt_consolidation
3000.0,16.55,D,< 1 year,35000.0,Fully Paid,debt_consolidation
28000.0,20.99,E,2 years,115000.0,Current,debt_consolidation
10000.0,20.99,E,9 years,80000.0,Charged Off,debt_consolidation
17875.0,19.99,E,10+ years,43000.0,Current,debt_consolidation
17125.0,11.22,B,9 years,72000.0,Fully Paid,credit_card
2500.0,9.17,B,9 years,50000.0,Fully Paid,credit_card
12000.0,9.76,B,4 years,74000.0,Fully Paid,debt_consolidation
19200.0,13.67,C,7 years,46100.0,Fully Paid,debt_consolidation
30000.0,18.2,E,1 year,123600.0,Fully Paid,debt_consolidation
28000.0,5.32,A,5 years,400000.0,Fully Paid,debt_consolidation
15000.0,15.41,D,2 years,40000.0,Charged Off,debt_consolidation
18650.0,14.48,C,4 years,45000.0,Fully Paid,debt_consolidation
18000.0,7.26,A,5 years,79000.0,Fully Paid,debt_consolidation
5000.0,10.64,B,1 year,40000.0,Fully Paid,credit_card
24375.0,12.59,C,10+ years,53000.0,Fully Paid,debt_consolidation
2000.0,11.99,C,10+ years,50000.0,Fully Paid,other
20000.0,7.26,A,5 years,90000.0,Fully Paid,medical
10000.0,8.38,B,1 year,60000.0,Fully Paid,debt_consolidation
28000.0,9.17,B,10+ years,144800.0,Fully Paid,credit_card
8000.0,6.89,A,10+ years,40000.0,Fully Paid,debt_consolidation
11000.0,9.17,B,10+ years,50000.0,Fully Paid,home_improvement
19750.0,7.26,A,2 years,127000.0,Fully Paid,credit_card
20000.0,8.38,B,2 years,80000.0,Charged Off,debt_consolidation
6000.0,9.76,B,5 years,62000.0,Fully Paid,debt_consolidation
12000.0,9.76,B,10+ years,70000.0,Fully Paid,credit_card
12000.0,7.89,A,4 years,84000.0,Fully Paid,credit_card
8000.0,11.22,B,5 years,70000.0,Charged Off,debt_consolidation
28000.0,9.76,B,7 years,60000.0,Fully Paid,debt_consolidation
15000.0,13.18,C,9 years,60000.0,Charged Off,debt_consolidation
11000.0,11.22,B,7 years,45000.0,Fully Paid,credit_card
24000.0,16.55,D,10+ years,120000.0,Charged Off,debt_consolidation
1600.0,7.89,A,< 1 year,47000.0,Fully Paid,debt_consolidation
19000.0,14.48,C,5 years,70000.0,Charged Off,debt_consolidation
15000.0,13.67,C,10+ years,120000.0,Current,debt_consolidation
12000.0,9.17,B,10+ years,102000.0,Fully Paid,debt_consolidation
12475.0,15.41,D,10+ years,48000.0,Current,credit_card
16000.0,9.17,B,8 years,125000.0,Fully Paid,debt_consolidation
8975.0,13.67,C,5 years,52000.0,Charged Off,debt_consolidation
5000.0,7.26,A,10+ years,54500.0,Fully Paid,debt_consolidation
7775.0,10.64,B,6 years,54000.0,Fully Paid,debt_consolidation
7200.0,10.64,B,1 year,65000.0,Fully Paid,debt_consolidation
12000.0,12.59,C,2 years,63000.0,Fully Paid,debt_consolidation
10000.0,8.38,B,1 year,68000.0,Fully Paid,credit_card
20800.0,11.22,B,10+ years,135000.0,Current,debt_consolidation
22000.0,15.41,D,4 years,55000.0,Charged Off,debt_consolidation
12000.0,10.64,B,< 1 year,105000.0,Fully Paid,debt_consolidation
21000.0,11.99,C,4 years,120000.0,Current,credit_card
35000.0,9.76,B,8 years,109000.0,Fully Paid,debt_consolidation
27600.0,13.67,C,8 years,100000.0,Fully Paid,debt_consolidation
9000.0,9.76,B,8 years,54000.0,Charged Off,debt_consolidation
26600.0,20.99,E,6 years,70000.0,Late (31-120 days),debt_consolidation
15000.0,7.26,A,,43188.0,Fully Paid,credit_card
16000.0,6.24,A,10+ years,78379.0,Fully Paid,debt_consolidation
24000.0,11.22,B,10+ years,80000.0,Fully Paid,credit_card
4800.0,16.99,D,10+ years,30000.0,Fully Paid,debt_consolidation
18000.0,8.38,B,6 years,58000.0,Fully Paid,credit_card
16000.0,9.17,B,< 1 year,60000.0,Fully Paid,credit_card
9000.0,9.76,B,1 year,55120.0,Fully Paid,debt_consolidation
16000.0,11.99,C,10+ years,93000.0,Current,debt_consolidation
1450.0,9.76,B,3 years,45000.0,Fully Paid,vacation
12000.0,8.38,B,10+ years,120000.0,Fully Paid,other
15000.0,7.89,A,9 years,80000.0,Fully Paid,car
32400.0,17.57,D,3 years,396000.0,Fully Paid,credit_card
16000.0,7.26,A,8 years,52000.0,Current,credit_card
18000.0,7.26,A,5 years,77000.0,Fully Paid,credit_card
12000.0,13.18,C,5 years,50000.0,Fully Paid,credit_card
9225.0,20.99,E,< 1 year,120000.0,Fully Paid,debt_consolidation
3000.0,10.64,B,10+ years,60000.0,Fully Paid,credit_card
12000.0,9.17,B,6 years,32000.0,Fully Paid,debt_consolidation
10000.0,7.89,A,,36000.0,Fully Paid,debt_consolidation
21000.0,5.32,A,5 years,149000.0,Fully Paid,debt_consolidation
5800.0,13.67,C,1 year,41000.0,Fully Paid,debt_consolidation
25000.0,7.89,A,10+ years,80000.0,Fully Paid,credit_card
5000.0,11.22,B,10+ years,53000.0,Fully Paid,major_purchase
28000.0,9.76,B,10+ years,110000.0,Current,credit_card
13825.0,13.67,C,5 years,38000.0,Fully Paid,debt_consolidation
3000.0,15.41,D,< 1 year,30000.0,Fully Paid,credit_card
1000.0,6.24,A,< 1 year,100000.0,Fully Paid,medical
10000.0,8.38,B,5 years,50000.0,Fully Paid,credit_card
14400.0,7.26,A,10+ years,68000.0,Fully Paid,debt_consolidation
20000.0,15.41,D,5 years,88560.0,Fully Paid,medical
17650.0,12.59,C,3 years,78000.0,Fully Paid,debt_consolidation
33600.0,9.17,B,10+ years,102600.0,Fully Paid,credit_card
22100.0,17.86,D,1 year,65000.0,Fully Paid,small_business
35000.0,15.41,D,< 1 year,150000.0,Fully Paid,credit_card
34500.0,16.55,D,10+ years,75000.0,Fully Paid,debt_consolidation
8500.0,7.89,A,10+ years,48000.0,Fully Paid,debt_consolidation
24000.0,11.22,B,3 years,57000.0,Current,debt_consolidation
8000.0,7.89,A,5 years,35000.0,Fully Paid,credit_card
21000.0,8.38,B,10+ years,85000.0,Current,debt_consolidation
15000.0,18.99,E,< 1 year,92000.0,Charged Off,debt_consolidation
24000.0,6.24,A,< 1 year,180000.0,Fully Paid,credit_card
24000.0,5.32,A,10+ years,85000.0,Fully Paid,debt_consolidation
11200.0,12.59,C,4 years,100000.0,Current,major_purchase
5000.0,9.76,B,1 year,70000.0,Fully Paid,debt_consolidation
5000.0,11.99,C,3 years,45250.0,Fully Paid,debt_consolidation
25000.0,11.22,B,< 1 year,65000.0,Current,credit_card
28000.0,19.99,E,8 years,95000.0,Fully Paid,debt_consolidation
28000.0,14.48,C,4 years,117000.0,Current,debt_consolidation
8000.0,10.64,B,4 years,47000.0,Fully Paid,credit_card
35000.0,11.22,B,2 years,150000.0,Fully Paid,debt_consolidation
7000.0,13.67,C,3 years,57000.0,Charged Off,debt_consolidation
25000.0,7.26,A,6 years,150000.0,Fully Paid,debt_consolidation
11400.0,14.48,C,3 years,83000.0,Current,credit_card
7750.0,11.22,B,4 years,48000.0,Fully Paid,debt_consolidation
24000.0,8.38,B,10+ years,95000.0,Fully Paid,debt_consolidation
1500.0,12.59,C,3 years,49500.0,Fully Paid,house
18000.0,9.17,B,8 years,96000.0,Fully Paid,other
23000.0,16.55,D,3 years,50000.0,Charged Off,debt_consolidation
12600.0,13.18,C,8 years,60000.0,Charged Off,debt_consolidation
35000.0,13.67,C,7 years,72000.0,Charged Off,credit_card
35000.0,13.67,C,< 1 year,82000.0,Fully Paid,debt_consolidation
10000.0,11.99,C,3 years,85000.0,Fully Paid,other
5600.0,10.64,B,9 years,45000.0,Fully Paid,debt_consolidation
7250.0,7.26,A,3 years,45000.0,Fully Paid,credit_card
24000.0,9.17,B,10+ years,70000.0,Fully Paid,credit_card
21000.0,11.99,C,10+ years,148000.0,Fully Paid,credit_card
5300.0,10.64,B,1 year,50000.0,Fully Paid,other
15000.0,11.22,B,< 1 year,87000.0,Fully Paid,credit_card
22000.0,11.22,B,< 1 year,100000.0,Fully Paid,credit_card
7800.0,6.24,A,4 years,41000.0,Charged Off,credit_card
5000.0,7.26,A,5 years,99000.0,Fully Paid,home_improvement
20000.0,12.59,C,< 1 year,75000.0,Fully Paid,debt_consolidation
6550.0,17.86,D,,1770.0,Fully Paid,credit_card
12000.0,7.89,A,10+ years,85000.0,Fully Paid,other
11200.0,7.89,A,3 years,55000.0,Fully Paid,home_improvement
4000.0,14.48,C,5 years,33000.0,Fully Paid,debt_consolidation
11200.0,18.99,E,10+ years,33000.0,Charged Off,debt_consolidation
10000.0,7.89,A,2 years,76000.0,Fully Paid,credit_card
22675.0,18.99,E,10+ years,250000.0,Fully Paid,debt_consolidation
8200.0,14.48,C,< 1 year,37000.0,Charged Off,other
1200.0,7.89,A,10+ years,80000.0,Fully Paid,vacation
6000.0,10.64,B,3 years,31500.0,Fully Paid,home_improvement
8000.0,8.38,B,10+ years,55000.0,Fully Paid,credit_card
20000.0,7.89,A,7 years,75000.0,Fully Paid,debt_consolidation
18000.0,18.99,E,10+ years,77000.0,Fully Paid,debt_consolidation
15000.0,10.64,B,10+ years,77546.57,Fully Paid,debt_consolidation
15000.0,9.76,B,,38000.0,Fully Paid,debt_consolidation
20000.0,9.17,B,1 year,85000.0,Late (31-120 days),debt_consolidation
15400.0,16.55,D,10+ years,35000.0,Fully Paid,debt_consolidation
10800.0,12.59,C,2 years,54000.0,Current,credit_card
34625.0,22.99,F,< 1 year,182000.0,Charged Off,debt_consolidation
11400.0,12.59,C,5 years,70000.0,Fully Paid,debt_consolidation
35000.0,18.99,E,2 years,120000.0,Fully Paid,major_purchase
12000.0,21.99,F,10+ years,64199.0,Charged Off,other
9600.0,14.48,C,2 years,90000.0,Fully Paid,debt_consolidation
15925.0,19.99,E,6 years,84840.0,Charged Off,home_improvement
25000.0,17.86,D,10+ years,102000.0,Fully Paid,debt_consolidation
20000.0,9.76,B,10+ years,90000.0,Fully Paid,credit_card
24000.0,9.76,B,9 years,55272.0,Fully Paid,credit_card
6000.0,15.41,D,9 years,75000.0,Charged Off,medical
15000.0,6.89,A,4 years,52500.0,Fully Paid,other
29000.0,13.18,C,,58000.0,Fully Paid,credit_card
16800.0,11.99,C,2 years,60000.0,Current,credit_card
5000.0,13.18,C,4 years,28000.0,Fully Paid,car
8000.0,11.99,C,3 years,44000.0,Fully Paid,debt_consolidation
12000.0,9.76,B,8 years,48000.0,Fully Paid,debt_consolidation
20000.0,11.22,B,2 years,70000.0,Fully Paid,credit_card
15000.0,10.64,B,5 years,75000.0,Fully Paid,debt_consolidation
6500.0,6.24,A,,16308.0,Charged Off,credit_card
20000.0,13.18,C,10+ years,80000.0,Fully Paid,other
2800.0,9.76,B,2 years,65000.0,Fully Paid,medical
25075.0,23.99,F,10+ years,66000.0,Charged Off,debt_consolidation
15000.0,7.89,A,,60000.0,Fully Paid,vacation
25000.0,6.89,A,10+ years,75000.0,Fully Paid,debt_consolidation
15000.0,9.76,B,10+ years,76000.0,Fully Paid,debt_consolidation
4000.0,14.48,C,2 years,80000.0,Fully Paid,debt_consolidation
20000.0,11.99,C,8 years,175000.0,Fully Paid,credit_card
24000.0,9.76,B,10+ years,168000.0,Current,debt_consolidation
5000.0,8.38,B,10+ years,63000.0,Fully Paid,debt_consolidation
35000.0,16.99,D,9 years,108000.0,Current,debt_consolidation
20000.0,11.22,B,6 years,114000.0,Fully Paid,debt_consolidation
7200.0,8.38,B,4 years,56000.0,Fully Paid,other
7200.0,5.32,A,,58000.0,Fully Paid,debt_consolidation
6000.0,6.24,A,,34657.2,Fully Paid,credit_card
11000.0,10.64,B,1 year,50000.0,Fully Paid,credit_card
29850.0,13.67,C,10+ years,73000.0,Fully Paid,debt_consolidation
5000.0,7.26,A,5 years,44000.0,Fully Paid,medical
20000.0,7.26,A,6 years,93000.0,Fully Paid,debt_consolidation
2400.0,13.67,C,5 years,49500.0,Fully Paid,other
24000.0,7.89,A,10+ years,140000.0,Charged Off,debt_consolidation
3000.0,11.99,C,< 1 year,51124.0,Fully Paid,debt_consolidation
15000.0,10.64,B,10+ years,45760.0,Current,debt_consolidation
25500.0,19.99,E,10+ years,75072.0,Charged Off,vacation
6400.0,13.18,C,1 year,34000.0,Fully Paid,debt_consolidation
5000.0,9.76,B,6 years,50000.0,Fully Paid,home_improvement
17000.0,14.48,C,10+ years,100000.0,Fully Paid,debt_consolidation
28500.0,18.49,E,10+ years,71200.0,Charged Off,debt_consolidation
27600.0,7.26,A,< 1 year,60000.0,Fully Paid,debt_consolidation
35000.0,11.22,B,10+ years,250000.0,Fully Paid,debt_consolidation
8500.0,7.89,A,5 years,58000.0,Fully Paid,debt_consolidation
27950.0,13.67,C,2 years,81000.0,Charged Off,debt_consolidation
15000.0,7.89,A,6 years,49000.0,Fully Paid,debt_consolidation
9600.0,11.22,B,10+ years,48000.0,Fully Paid,credit_card
5000.0,14.48,C,9 years,56000.0,Fully Paid,debt_consolidation
10000.0,13.67,C,8 years,60000.0,Charged Off,debt_consolidation
25000.0,16.99,D,8 years,61000.0,Fully Paid,home_improvement
8000.0,11.99,C,4 years,70000.0,Fully Paid,credit_card
12000.0,8.38,B,10+ years,191000.0,Charged Off,home_improvement
4000.0,13.18,C,,84012.0,Fully Paid,small_business
10000.0,8.38,B,< 1 year,63000.0,Fully Paid,debt_consolidation
9375.0,17.57,D,2 years,38536.0,Fully Paid,car
35000.0,11.99,C,< 1 year,205000.0,Charged Off,debt_consolidation
4000.0,11.99,C,10+ years,42000.0,Fully Paid,debt_consolidation
16275.0,17.57,D,10+ years,86000.0,Charged Off,debt_consolidation
3600.0,9.17,B,< 1 year,100000.0,Fully Paid,major_purchase
24000.0,8.38,B,1 year,140000.0,Current,debt_consolidation
12500.0,7.89,A,2 years,42000.0,Fully Paid,credit_card
16000.0,18.99,E,8 years,70000.0,Fully Paid,debt_consolidation
21200.0,15.41,D,< 1 year,53000.0,Fully Paid,debt_consolidation
35000.0,13.18,C,< 1 year,105000.0,Charged Off,debt_consolidation
9925.0,16.55,D,,21588.0,Charged Off,debt_consolidation
4800.0,16.55,D,3 years,39000.0,Fully Paid,credit_card
4000.0,11.99,C,10+ years,130000.0,Fully Paid,credit_card
14000.0,5.32,A,5 years,130000.0,Fully Paid,debt_consolidation
3000.0,9.76,B,4 years,60000.0,Fully Paid,debt_consolidation
20000.0,9.17,B,5 years,100000.0,Fully Paid,debt_consolidation
16000.0,11.99,C,10+ years,65000.0,Current,credit_card
18475.0,18.99,E,5 years,70000.0,Fully Paid,debt_consolidation
9600.0,12.59,C,8 years,92500.0,Fully Paid,major_purchase
5000.0,13.18,C,2 years,60000.0,Fully Paid,debt_consolidation
34600.0,14.48,C,1 year,82500.0,Fully Paid,debt_consolidation
10800.0,18.99,E,10+ years,50000.0,Fully Paid,debt_consolidation
10000.0,9.76,B,,34000.0,Fully Paid,other
18000.0,8.38,B,10+ years,90000.0,Fully Paid,medical
20800.0,11.22,B,2 years,85000.0,Fully Paid,debt_consolidation
6000.0,9.76,B,10+ years,72000.0,Fully Paid,debt_consolidation
17625.0,17.57,D,8 years,42000.0,Charged Off,home_improvement
16325.0,16.99,D,8 years,49000.0,Charged Off,debt_consolidation
8800.0,10.64,B,1 year,89000.0,Fully Paid,credit_card
9975.0,11.22,B,10+ years,70000.0,Fully Paid,medical
1600.0,13.67,C,9 years,28000.0,Fully Paid,other
12000.0,12.59,C,< 1 year,60000.0,Fully Paid,debt_consolidation
29400.0,18.99,E,10+ years,70000.0,Charged Off,debt_consolidation
5200.0,6.24,A,< 1 year,50000.0,Fully Paid,debt_consolidation
35000.0,17.86,D,10+ years,180000.0,Charged Off,debt_consolidation
20000.0,8.38,B,10+ years,300000.0,Fully Paid,debt_consolidation
12000.0,7.89,A,< 1 year,95000.0,Fully Paid,debt_consolidation
8400.0,10.64,B,5 years,92000.0,Charged Off,debt_consolidation
5000.0,5.32,A,10+ years,110000.0,Fully Paid,debt_consolidation
12950.0,11.22,B,10+ years,36000.0,Fully Paid,credit_card
21125.0,16.99,D,6 years,60000.0,Charged Off,debt_consolidation
4000.0,7.89,A,2 years,155500.0,Fully Paid,home_improvement
5000.0,7.89,A,2 years,32000.0,Charged Off,debt_consolidation
6000.0,10.64,B,10+ years,45500.0,Fully Paid,credit_card
2000.0,9.76,B,10+ years,38000.0,Fully Paid,medical
10000.0,10.64,B,2 years,40000.0,Fully Paid,debt_consolidation
5600.0,8.38,B,6 years,44000.0,Fully Paid,credit_card
20000.0,11.99,C,10+ years,160000.0,Charged Off,debt_consolidation
15000.0,6.89,A,5 years,65000.0,Fully Paid,credit_card
4800.0,15.41,D,,37812.0,Charged Off,major_purchase
7000.0,6.89,A,5 years,58000.0,Fully Paid,credit_card
7500.0,9.76,B,5 years,61000.0,Fully Paid,debt_consolidation
25000.0,7.89,A,1 year,85000.0,Fully Paid,credit_card
16000.0,13.67,C,10+ years,65000.0,Current,debt_consolidation
1800.0,13.67,C,10+ years,62897.12,Fully Paid,medical
30650.0,27.31,G,8 years,68000.0,Fully Paid,small_business
15000.0,10.64,B,10+ years,100000.0,In Grace Period,debt_consolidation
17000.0,6.24,A,10+ years,72000.0,Fully Paid,debt_consolidation
16000.0,6.24,A,10+ years,160000.0,Fully Paid,credit_card
2500.0,14.48,C,,50000.0,Fully Paid,other
10000.0,11.99,C,,42000.0,Fully Paid,credit_card
5700.0,14.48,C,< 1 year,15000.0,Fully Paid,other
24000.0,5.32,A,10+ years,96000.0,Fully Paid,debt_consolidation
35000.0,13.67,C,2 years,205639.0,Fully Paid,debt_consolidation
3000.0,6.89,A,10+ years,126000.0,Fully Paid,debt_consolidation
32000.0,9.17,B,4 years,85000.0,Fully Paid,credit_card
3600.0,11.22,B,6 years,40000.0,Fully Paid,other
7000.0,15.41,D,5 years,65000.0,Charged Off,debt_consolidation
12000.0,18.49,E,7 years,45000.0,Charged Off,debt_consolidation
24800.0,18.49,E,,92000.0,Current,debt_consolidation
20000.0,6.89,A,6 years,64000.0,Fully Paid,debt_consolidation
30000.0,9.76,B,8 years,120000.0,Charged Off,debt_consolidation
25000.0,18.2,E,3 years,90000.0,Current,debt_consolidation
7200.0,11.22,B,10+ years,57500.0,Fully Paid,debt_consolidation
26750.0,10.64,B,6 years,99732.0,Fully Paid,credit_card
8000.0,10.64,B,1 year,52000.0,Fully Paid,home_improvement
30000.0,9.76,B,8 years,114000.0,Fully Paid,debt_consolidation
12000.0,13.67,C,3 years,120000.0,Fully Paid,small_business
20000.0,11.99,C,10+ years,60000.0,Fully Paid,home_improvement
19275.0,11.99,C,10+ years,66685.0,Fully Paid,debt_consolidation
21000.0,7.89,A,2 years,150000.0,Fully Paid,debt_consolidation
3400.0,16.99,D,10+ years,52000.0,Fully Paid,home_improvement
30000.0,21.99,F,10+ years,125000.0,Fully Paid,home_improvement
10000.0,10.64,B,10+ years,98000.0,Fully Paid,debt_consolidation
14400.0,16.55,D,10+ years,48000.0,Fully Paid,debt_consolidation
18000.0,17.57,D,10+ years,20000.0,Fully Paid,debt_consolidation
9500.0,16.55,D,4 years,28000.0,Charged Off,other
3600.0,6.89,A,2 years,33500.0,Fully Paid,debt_consolidation
10000.0,9.17,B,10+ years,147000.0,Fully Paid,debt_consolidation
16000.0,16.99,D,1 year,60000.0,Current,debt_consolidation
25000.0,6.89,A,10+ years,102000.0,Fully Paid,small_business
35000.0,13.67,C,10+ years,85000.0,Fully Paid,debt_consolidation
9325.0,7.89,A,5 years,52000.0,Fully Paid,debt_consolidation
10000.0,13.18,C,4 years,34000.0,Charged Off,debt_consolidation
15000.0,9.76,B,,60000.0,Fully Paid,debt_consolidation
22900.0,14.48,C,2 years,80000.0,Current,credit_card
3000.0,8.38,B,10+ years,53000.0,Fully Paid,major_purchase
35000.0,15.41,D,10+ years,120000.0,Charged Off,credit_card
7000.0,9.76,B,< 1 year,70000.0,Charged Off,credit_card
12000.0,15.41,D,9 years,52000.0,Charged Off,debt_consolidation
24875.0,17.57,D,10+ years,64000.0,Fully Paid,debt_consolidation
3000.0,13.18,C,2 years,40000.0,Fully Paid,car
24000.0,9.17,B,5 years,240000.0,In Grace Period,credit_card
4350.0,10.64,B,,17669.0,Charged Off,debt_consolidation
10825.0,12.59,C,1 year,36000.0,Charged Off,debt_consolidation
3000.0,17.57,D,2 years,42000.0,Charged Off,other
30000.0,15.41,D,7 years,184000.0,Fully Paid,debt_consolidation
7200.0,11.99,C,10+ years,52000.0,Fully Paid,debt_consolidation
4500.0,9.17,B,2 years,35000.0,Fully Paid,debt_consolidation
3750.0,16.55,D,3 years,30000.0,Charged Off,debt_consolidation
5100.0,10.64,B,< 1 year,75000.0,Fully Paid,debt_consolidation
15000.0,6.89,A,10+ years,122000.0,Fully Paid,credit_card
7000.0,5.32,A,10+ years,250000.0,Fully Paid,home_improvement
9900.0,7.26,A,2 years,89000.0,Fully Paid,debt_consolidation
25000.0,9.17,B,10+ years,240000.0,Current,credit_card
13625.0,13.18,C,,31000.0,Charged Off,debt_consolidation
24000.0,7.26,A,10+ years,218800.0,Fully Paid,credit_card
15000.0,7.26,A,2 years,257000.0,Fully Paid,credit_card
14000.0,9.76,B,10+ years,260000.0,Current,debt_consolidation
20000.0,11.22,B,10+ years,120000.0,Fully Paid,debt_consolidation
8000.0,9.17,B,3 years,60000.0,Fully Paid,debt_consolidation
13575.0,13.67,C,7 years,60000.0,Fully Paid,debt_consolidation
9600.0,9.76,B,10+ years,145600.0,Fully Paid,debt_consolidation
